1	2016	416	0	1
1	2032	416	0	1
1	2048	416	0	1
1	2064	416	0	1
1	2080	416	0	1
1	2096	416	0	1
1	2112	416	0	1
1	2128	416	0	1
1	2144	416	0	1
1	2160	416	0	1
1	2176	416	0	1
1	2192	416	0	1
1	2208	416	0	1
1	2220	416	0	1
1	2256	416	0	1
1	2272	416	0	1
1	2288	416	0	1
1	2304	416	0	1
1	2320	416	0	1
1	2336	416	0	1
1	2352	416	0	1
1	2368	416	0	1
1	2384	416	0	1
1	2400	416	0	1
1	2416	416	0	1
1	2432	416	0	1
1	2448	416	0	1
1	2464	416	0	1
1	2480	416	0	1
1	2496	416	0	1
1	2512	416	0	1
1	2528	416	0	1
1	2544	416	0	1
1	2560	416	0	1
1	2576	416	0	1
1	2592	416	0	1
1	2608	416	0	1
1	2624	416	0	1
1	2640	416	0	1
1	2656	416	0	1
1	2672	416	0	1
1	2688	416	0	1
1	2704	416	0	1
1	2720	416	0	1
1	2736	416	0	1
1	2752	416	0	1
1	2768	416	0	1
1	2784	416	0	1
1	2800	416	0	1
# --- question brick ---
142	176	352	42	42	0	0	0
142	192	352	42	42	0	0	0
142	224	304	42	42	0	0	0
142	240	304	42	42	1	0	0
142	416	320	42	42	0	0	0
142	656	384	42	42	1	0	0
142	704	352	42	42	0	0	0
142	1440	128	42	42	4	1	0
142	1472	368	42	42	2	0	0
142	2032	368	42	42	6	1	0
# --- brick with flash animation ---
112	1984	368	12	12
112	2000	368	12	12
112	2016	368	12	12
112	1968	384	12	12
112	1984	384	12	12
112	2000	384	12	12
112	1952	400	12	12
112	1968	400	12	12
112	1984	400	12	12
112	2000	400	12	12
112	2016	400	12	12
112	2032	400	12	12
112	2048	400	12	12
112	2096	400	12	12
112	2112	400	12	12
112	2016	384	12	12
112	2032	384	12	12
112	2096	384	12	12
# --- woody brick ----
1	1504	336	46	46
1	1520	336	46	46
1	1568	400	46	46
1	1584	384	46	46
1	1584	400	46	46
1	1600	368	46	46
1	1600	384	46	46
1	1600	400	46	46
1	1664	368	46	46
1	1664	384	46	46
1	1664	400	46	46
1	1680	384	46	46
1	1680	400	46	46
1	1696	400	46	46
1	2256	304	46	46
1	2256	368	46	46
1	2272	304	46	46
1	2272	368	46	46
# ---- cloudy brick ----
4	1488	176	26
4	1504	176	26
4	1520	176	26
4	1536	176	26
4	1552	176	26
4	1568	176	26
4	1584	176	26
4	1600	176	26
4	1616	176	26
4	1632	176	26
4	1648	176	26
4	1664	176	26
4	1680	176	26
4	1408	192	26
4	1424	192	26
4	1440	192	26
4	1456	192	26
# === PiranhaPlant ===
7	1798	391	70
# === Fire PiranhaPlant ===
70	358	368	72	1
70	1862	368	71	0
# --- Pipe --- 
1	352	368	10	10
1	352	384	13	10
1	352	400	13	10
1	368	368	11	10
1	368	384	14	10
1	368	400	14	10
1	1792	384	10	10
1	1792	400	13	10
1	1808	384	11	10
1	1808	400	14	10
1	1856	368	10	10
1	1856	384	13	10
1	1856	400	13	10
1	1872	368	11	10
1	1872	384	14	10
1	1872	400	14	10
1	2256	112	10	10
1	2256	128	13	10
1	2256	144	13	10
1	2256	160	13	10
1	2256	176	13	10
1	2256	192	13	10
1	2256	208	13	10
1	2256	224	13	10
1	2256	240	13	10
1	2256	256	13	10
1	2256	272	13	10
1	2256	288	13	10
1	2256	384	13	10
1	2256	400	13	10
1	2272	112	11	10
1	2272	128	14	10
1	2272	144	14	10
1	2272	160	14	10
1	2272	176	14	10
1	2272	192	14	10
1	2272	208	14	10
1	2272	224	14	10
1	2272	240	14	10
1	2272	256	14	10
1	2272	272	14	10
1	2272	288	14	10
1	2272	384	14	10
1	2272	400	14	10
1	2320	384	10	10
1	2320	400	13	10
1	2336	384	11	10
1	2336	400	14	10
# === Block Line === 
4	240	368	15
4	256	368	16
4	272	368	17
4	272	336	52
4	288	336	53
4	304	336	54
4	400	368	33
4	416	368	34
4	432	368	34
4	448	368	34
4	464	336	15
4	464	368	35
4	480	336	16
4	496	336	16
4	512	336	17
4	512	384	33
4	512	304	43
4	528	384	34
4	528	304	44
4	544	384	34
4	544	304	44
4	560	384	34
4	560	304	45
4	576	384	34
4	592	384	35
4	1264	384	33
4	1280	384	34
4	1296	352	15
4	1296	384	34
4	1312	144	15
4	1312	352	16
4	1312	384	34
4	1328	144	16
4	1328	352	16
4	1328	384	34
4	1328	320	52
4	1344	144	16
4	1344	352	16
4	1344	384	34
4	1344	320	53
4	1360	352	16
4	1360	144	17
4	1360	384	35
4	1360	320	53
4	1376	352	16
4	1376	320	53
4	1392	352	17
4	1392	320	53
4	1408	320	53
4	1424	320	54
4	2144	368	15
4	2160	368	16
4	2176	368	17
4	2176	272	33
4	2192	272	34
4	2208	272	35
# === Coin ===
6	1072	320	6	6
6	1104	288	6	6
6	1136	256	6	6
6	1168	224	6	6
6	1200	192	6	6
6	1328	80	6	6
6	1344	80	6	6
6	1360	80	6	6
6	1472	112	6	6
6	1488	112	6	6
6	1536	128	6	6
6	1552	128	6	6
6	1568	128	6	6
6	1584	128	6	6
6	1616	112	6	6
6	1632	112	6	6
6	1648	112	6	6
6	1664	112	6	6
6	1696	144	6	6
6	1728	112	6	6
6	1760	128	6	6
6	1808	96	6	6
6	1840	128	6	6
# === Goomba === 
# --- Yellow ---
2	200	400	2	0
2	530	400	2	0
2	846	384	2	0
2	880	384	2	0
# --- Red ---
2	999	375	2	1
# === Koopas === 
# --- Red ---
3	592	356	3	1
3	2100	357	3	1
# --- Green ---
3	1500	388	30	0
3	1342	290	30	2
3	1393	290	30	2
3	1441	290	30	2
# --- SCENE PORTAL ----
#type	x	y	ani	scene	tag start_x start_y	pipeUp
50	2258	110	0	2	1	132	0	0
#50	100	380	0	3	1	130	147	1
